abilities;against_bug;against_dark;against_dragon;against_electric;against_fairy;against_fight;against_fire;against_flying;against_ghost;against_grass;against_ground;against_ice;against_normal;against_poison;against_psychic;against_rock;against_steel;against_water;attack;defense;hp;name;pokedex_number;sp_attack;sp_defense;speed;type1;type2;generation;is_legendary;developers_favourite;design_date;shiny_rate;catch_routes
['Color Change', 'Protean'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;90;70;60;Kecleon;352;60;120;40;normal;;3;0;true;1996- 1-11;1.5;10 27 2 22
['Insomnia', 'Frisk', 'Cursed Body'];0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;75;35;44;Shuppet;353;63;33;45;ghost;;3;0;true;1993-11- 6;0.5; 5  7 2 22
['Insomnia', 'Frisk', 'Cursed Body'];0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;115;65;64;Banette;354;83;63;65;ghost;;3;0;false;1992-11-17;0.5; 3 10 2 23
['Levitate', 'Frisk'];0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;40;90;20;Duskull;355;30;90;25;ghost;;3;0;false;1992-10- 9;0.5; 1  3 2 23
['Pressure', 'Frisk'];0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;70;130;40;Dusclops;356;60;130;25;ghost;;3;0;false;1990- 7- 2;0.5;12  4 2 22
['Chlorophyll', 'Solar Power', 'Harvest'];1;1;1;1;1;0.5;2;2;1;0.25;0;4;1;2;1;2;1;0.5;68;83;99;Tropius;357;72;87;51;grass;flying;3;0;true;1995- 6-12;1.5; 6 26 2 22
['Levitate'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;50;80;75;Chimecho;358;95;90;65;psychic;;3;0;false;1995- 3-17;2.5; 9 27 2 22
['Pressure', 'Super Luck', 'Justified'];2;0.5;1;1;2;2;1;1;0.5;1;1;1;1;1;0;1;1;1;130;60;65;Absol;359;75;60;75;dark;;3;0;true;1995- 5-13;2.5;10 15 2 22
['Shadow Tag', 'Telepathy'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;23;48;95;Wynaut;360;23;48;23;psychic;;3;0;true;1994-10- 1;2.5; 2 15 2 23
['Inner Focus', 'Ice Body', 'Moody'];1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;50;50;50;Snorunt;361;50;50;50;ice;;3;0;false;1992- 2-13;1.5;11 18 2 22
['Inner Focus', 'Ice Body', 'Moody'];1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;80;80;80;Glalie;362;80;80;80;ice;;3;0;false;1995-10-28;1.5; 2 21 2 23
['Thick Fat', 'Ice Body', 'Oblivious'];1;1;1;2;1;2;1;1;1;2;1;0.25;1;1;1;2;1;0.5;40;50;70;Spheal;363;55;50;25;ice;water;3;0;false;1990-10- 6;1.5;10  9 2 22
['Thick Fat', 'Ice Body', 'Oblivious'];1;1;1;2;1;2;1;1;1;2;1;0.25;1;1;1;2;1;0.5;60;70;90;Sealeo;364;75;70;45;ice;water;3;0;true;1990-11-27;1.5;12 18 2 22
['Thick Fat', 'Ice Body', 'Oblivious'];1;1;1;2;1;2;1;1;1;2;1;0.25;1;1;1;2;1;0.5;80;90;110;Walrein;365;95;90;65;ice;water;3;0;true;1992-11- 7;1.5; 7 22 2 22
['Shell Armor', 'Rattled'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;64;85;35;Clamperl;366;74;55;32;water;;3;0;false;1994- 5- 5;1.5;10  1 2 22
['Swift Swim', 'Water Veil'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;1 4;1 5;55;Huntail;367;94;75;52;water;;3;0;false;1993- 2- 4;1.5; 7  7 2 22
['Swift Swim', 'Hydration'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;84;1 5;55;Gorebyss;368;114;75;52;water;;3;0;false;1993-10- 1;1.5; 3  6 2 23
['Swift Swim', 'Rock Head', 'Sturdy'];1;1;1;2;1;2;0.25;0.5;1;4;2;0.5;0.5;0.5;1;1;1;1;90;130;100;Relicanth;369;45;65;55;water;rock;3;0;false;1993-11-22;1.5; 3 16 2 22
['Swift Swim', 'Hydration'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;30;55;43;Luvdisc;370;40;65;97;water;;3;0;false;1993- 9-11;1.5;12 19 2 22
['Rock Head', 'Sheer Force'];1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;75;60;45;Bagon;371;40;30;50;dragon;;3;0;true;1991- 3-12;1.5; 6  4 2 22
['Rock Head', 'Overcoat'];1;1;2;0.5;2;1;0.5;1;1;0.5;1;2;1;1;1;1;1;0.5;95;100;65;Shelgon;372;60;50;50;dragon;;3;0;true;1995- 1-20;1.5;12 27 2 22
['Intimidate', 'Moxie'];0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5;135;80;95;Salamence;373;110;80;100;dragon;flying;3;0;false;1993- 9-23;0.5; 9  2 2 22
['Clear Body', 'Light Metal'];1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;55;80;40;Beldum;374;35;60;30;steel;psychic;3;0;true;1994- 9-18;1.5; 3 30 2 22
['Clear Body', 'Light Metal'];1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;75;100;60;Metang;375;55;80;50;steel;psychic;3;0;false;1994- 1-29;1.5; 8 21 2 22
['Clear Body', 'Light Metal'];1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;135;130;80;Metagross;376;95;90;70;steel;psychic;3;0;true;1991- 8-10;1.5;12  8 2 22
['Clear Body', 'Sturdy'];1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;100;200;80;Regirock;377;50;100;50;rock;;3;1;false;1990-11-23;1.5;12  3 2 22
['Clear Body', 'Ice Body'];1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;50;100;80;Regice;378;100;200;50;ice;;3;1;true;1993-11-20;1.5; 6 22 2 22
['Clear Body', 'Light Metal'];0.5;1;0.5;1;0.5;2;2;0.5;1;0.5;2;0.5;0.5;0;0.5;0.5;0.5;1;75;150;80;Registeel;379;75;150;50;steel;;3;1;true;1995- 9-29;0.5; 7 30 2 22
['Levitate'];2;2;2;0.5;2;0.5;0.5;1;2;0.5;1;2;1;1;0.5;1;1;0.5;100;120;80;Latias;380;140;150;110;dragon;psychic;3;1;false;1994-11- 1;2.5; 7 23 2 22
['Levitate'];2;2;2;0.5;2;0.5;0.5;1;2;0.5;1;2;1;1;0.5;1;1;0.5;130;100;80;Latios;381;160;120;110;dragon;psychic;3;1;false;1991- 4-29;2.5; 4  6 2 22
['Drizzle'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;150;90;100;Kyogre;382;180;160;90;water;;3;1;false;1995-11-17;1.5; 8  1 2 22
['Drought'];1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;180;160;100;Groudon;383;150;90;90;ground;;3;1;true;1990- 5- 2;1.5; 3 31 2 22
['Air Lock'];0.5;1;2;1;2;0.5;0.5;1;1;0.25;0;4;1;1;1;2;1;0.5;180;100;1 5;Rayquaza;384;180;100;115;dragon;flying;3;1;true;1990-11- 5;0.5; 8  4 2 22
['Serene Grace'];1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;100;100;100;Jirachi;385;100;100;100;steel;psychic;3;1;true;1990-10- 4;1.5; 4 13 2 22
['Pressure'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;95;90;50;Deoxys;386;95;90;180;psychic;;3;1;true;1993-11-23;2.5; 1  3 2 23
['Overgrow', 'Shell Armor'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;68;64;55;Turtwig;387;45;55;31;grass;;4;0;false;1995- 4-12;2.5;12 15 2 22
['Overgrow', 'Shell Armor'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;89;85;75;Grotle;388;55;65;36;grass;;4;0;true;1990- 4- 3;2.5; 8 16 2 22
['Overgrow', 'Shell Armor'];2;1;1;0;1;1;2;2;1;1;0.5;4;1;1;1;0.5;1;1;1 9;1 5;95;Torterra;389;75;85;56;grass;ground;4;0;true;1995-11-18;2.5; 2 24 2 23
['Blaze', 'Iron Fist'];0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;58;44;44;Chimchar;390;58;44;61;fire;;4;0;false;1990- 8-15;0.5; 2 28 2 23
['Blaze', 'Iron Fist'];0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2;78;52;64;Monferno;391;78;52;81;fire;fighting;4;0;true;1993- 3-13;0.25; 5 26 2 22
['Blaze', 'Iron Fist'];0.25;0.5;1;1;1;1;0.5;2;1;0.5;2;0.5;1;1;2;1;0.5;2;1 4;71;76;Infernape;392;1 4;71;1 8;fire;fighting;4;0;false;1991- 2- 6;0.25;12  8 2 22
['Torrent', 'Defiant'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;51;53;53;Piplup;393;61;56;40;water;;4;0;true;1991- 9- 2;1.5; 1 16 2 23
['Torrent', 'Defiant'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;66;68;64;Prinplup;394;81;76;50;water;;4;0;false;1990- 8-16;1.5;10 23 2 22
['Torrent', 'Defiant'];0.5;1;0.5;2;0.5;2;1;0.5;1;1;2;0.25;0.5;0;0.5;0.5;0.25;0.5;86;88;84;Empoleon;395;111;1 1;60;water;steel;4;0;false;1993- 2- 5;0.5; 9 28 2 22
['Keen Eye', 'Reckless'];0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;55;30;40;Starly;396;30;30;60;normal;flying;4;0;false;1994-10-24;0.5; 4  6 2 22
['Intimidate', 'Reckless'];0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;75;50;55;Staravia;397;40;40;80;normal;flying;4;0;true;1992- 3-24;0.5; 1 18 2 23
['Intimidate', 'Reckless'];0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;120;70;85;Staraptor;398;50;60;100;normal;flying;4;0;true;1995-11- 5;0.5; 8 17 2 22
['Simple', 'Unaware', 'Moody'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;45;40;59;Bidoof;399;35;40;31;normal;;4;0;true;1992- 4- 2;1.5; 4  7 2 22
['Simple', 'Unaware', 'Moody'];1;1;1;2;1;2;0.5;1;0;2;1;0.5;1;1;1;1;0.5;0.5;85;60;79;Bibarel;400;55;60;71;normal;water;4;0;true;1995-10-19;1.5; 3 11 2 23
['Shed Skin', 'Run Away'];1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;25;41;37;Kricketot;4 1;25;41;25;bug;;4;0;true;1991- 5-14;1.5; 7 14 2 22
['Swarm', 'Technician'];1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;85;51;77;Kricketune;4 2;55;51;65;bug;;4;0;false;1994- 3-25;1.5;12 18 2 22
['Rivalry', 'Intimidate', 'Guts'];1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;65;34;45;Shinx;4 3;40;34;45;electric;;4;0;true;1992- 5-10;1.5;11 24 2 22
['Rivalry', 'Intimidate', 'Guts'];1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;85;49;60;Luxio;4 4;60;49;60;electric;;4;0;true;1995- 4- 9;1.5;10 25 2 22
['Rivalry', 'Intimidate', 'Guts'];1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;120;79;80;Luxray;4 5;95;79;70;electric;;4;0;false;1995-12-24;1.5;12 27 2 22
['Natural Cure', 'Poison Point', 'Leaf Guard'];1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5;30;35;40;Budew;4 6;50;70;55;grass;poison;4;0;false;1995-12- 2;1.5; 1 28 2 23
['Natural Cure', 'Poison Point', 'Technician'];1;1;1;0.5;0.5;0.5;2;2;1;0.25;1;2;1;1;2;1;1;0.5;70;65;60;Roserade;4 7;125;1 5;90;grass;poison;4;0;false;1991- 1- 1;1.5; 7 14 2 22
['Mold Breaker', 'Sheer Force'];1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;125;40;67;Cranidos;4 8;30;30;58;rock;;4;0;false;1992- 6-21;1.5;11  6 2 22
['Mold Breaker', 'Sheer Force'];1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;165;60;97;Rampardos;4 9;65;50;58;rock;;4;0;true;1991- 8-13;1.5; 9 23 2 22
['Sturdy', 'Soundproof'];0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;42;118;30;Shieldon;410;42;88;30;rock;steel;4;0;false;1991-12- 5;0.5; 4  9 2 22
['Sturdy', 'Soundproof'];0.5;1;0.5;1;0.5;4;1;0.25;1;1;4;0.5;0.25;0;0.5;0.5;1;2;52;168;60;Bastiodon;411;47;138;30;rock;steel;4;0;true;1993- 6-25;0.5;10  9 2 22
['Shed Skin', 'Overcoat'];1;1;1;1;1;0.5;2;2;1;0.5;0.5;1;1;1;1;2;1;1;29;45;40;Burmy;412;29;45;36;bug;;4;0;false;1991- 1-22;1.5; 6 24 2 22
['Anticipation', 'Overcoat'];2;1;1;0.5;1;0.5;4;4;1;0.25;0.25;2;1;2;1;2;1;0.5;69;95;60;Wormadam;413;69;95;36;bug;grass;4;0;false;1993-10-29;2.5; 6 17 2 22
['Swarm', 'Tinted Lens'];0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;94;50;70;Mothim;414;94;50;66;bug;flying;4;0;false;1992- 4-21;0.5; 9 13 2 22
['Honey Gather', 'Hustle'];0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;30;42;30;Combee;415;30;42;70;bug;flying;4;0;true;1994- 4-21;0.5;11  8 2 22
['Pressure', 'Unnerve'];0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;80;1 2;70;Vespiquen;416;80;1 2;40;bug;flying;4;0;false;1995- 1- 3;0.5; 7 11 2 22
['Run Away', 'Pickup', 'Volt Absorb'];1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;45;70;60;Pachirisu;417;45;90;95;electric;;4;0;false;1992- 9-11;1.5; 3  3 2 23
['Swift Swim', 'Water Veil'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;65;35;55;Buizel;418;60;30;85;water;;4;0;true;1992- 8-15;1.5;12 30 2 22
['Swift Swim', 'Water Veil'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;1 5;55;85;Floatzel;419;85;50;115;water;;4;0;true;1990- 7-26;1.5; 2  8 2 23
['Chlorophyll'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;35;45;45;Cherubi;420;62;53;35;grass;;4;0;false;1995- 2-24;2.5; 4 22 2 22
['Flower Gift'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;60;70;70;Cherrim;421;87;78;85;grass;;4;0;true;1994- 5-28;2.5; 9  6 2 22
['Sticky Hold', 'Storm Drain', 'Sand Force'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;48;48;76;Shellos;422;57;62;34;water;;4;0;true;1995- 2-28;1.5; 1 27 2 23
['Sticky Hold', 'Storm Drain', 'Sand Force'];1;1;1;0;1;1;0.5;1;1;4;1;1;1;0.5;1;0.5;0.5;1;83;68;111;Gastrodon;423;92;82;39;water;ground;4;0;false;1994- 7-26;1.5;12 28 2 22
['Technician', 'Pickup', 'Skill Link'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;100;66;75;Ambipom;424;60;66;115;normal;;4;0;false;1993- 5-16;1.5;11 16 2 22
['Aftermath', 'Unburden', 'Flare Boost'];0.25;2;1;2;1;0;1;1;2;0.5;0;2;0;0.5;1;2;1;1;50;34;90;Drifloon;425;60;44;70;ghost;flying;4;0;false;1995- 5-21;0.25; 6 30 2 22
['Aftermath', 'Unburden', 'Flare Boost'];0.25;2;1;2;1;0;1;1;2;0.5;0;2;0;0.5;1;2;1;1;80;44;150;Drifblim;426;90;54;80;ghost;flying;4;0;false;1990- 5-19;0.25; 3  7 2 23
['Run Away', 'Klutz', 'Limber'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;66;44;55;Buneary;427;44;56;85;normal;;4;0;true;1993-10-26;1.5; 9 18 2 22
['Cute Charm', 'Klutz', 'Limber'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;76;84;65;Lopunny;428;54;96;1 5;normal;;4;0;true;1995-12-11;1.5; 7 10 2 22
['Levitate'];0.5;2;1;1;1;0;1;1;2;1;1;1;0;0.5;1;1;1;1;60;60;60;Mismagius;429;1 5;1 5;1 5;ghost;;4;0;false;1994- 7-22;0.5; 2 24 2 23
['Insomnia', 'Super Luck', 'Moxie'];1;0.5;1;2;2;1;1;1;0.5;0.5;0;2;1;1;0;2;1;1;125;52;100;Honchkrow;430;1 5;52;71;dark;flying;4;0;true;1995- 1-21;1.5;11 27 2 22
['Limber', 'Own Tempo', 'Keen Eye'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;55;42;49;Glameow;431;42;37;85;normal;;4;0;true;1990-12-16;1.5; 4  1 2 22
['Thick Fat', 'Own Tempo', 'Defiant'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;82;64;71;Purugly;432;64;59;112;normal;;4;0;false;1993- 4- 7;1.5; 5 29 2 22
['Levitate'];2;2;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;1;1;30;50;45;Chingling;433;65;50;45;psychic;;4;0;false;1995- 2-14;2.5;12 22 2 22
['Stench', 'Aftermath', 'Keen Eye'];1;0.5;1;1;1;1;1;1;0.5;0.5;2;1;1;0.5;0;1;1;1;63;47;63;Stunky;434;41;41;74;poison;dark;4;0;true;1990- 7- 1;1.5; 3  4 2 23
['Stench', 'Aftermath', 'Keen Eye'];1;0.5;1;1;1;1;1;1;0.5;0.5;2;1;1;0.5;0;1;1;1;93;67;1 3;Skuntank;435;71;61;84;poison;dark;4;0;false;1992- 8-10;1.5; 1 25 2 23
['Levitate', 'Heatproof', 'Heavy Metal'];1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;24;86;57;Bronzor;436;24;86;23;steel;psychic;4;0;true;1990- 9- 4;1.5; 3  8 2 23
['Levitate', 'Heatproof', 'Heavy Metal'];1;2;0.5;1;0.5;1;2;0.5;2;0.5;2;0.5;0.5;0;0.25;0.5;0.5;1;89;116;67;Bronzong;437;79;116;33;steel;psychic;4;0;true;1991- 5-12;1.5; 6 27 2 22
['Sturdy', 'Rock Head', 'Rattled'];1;1;1;1;1;2;0.5;0.5;1;2;2;1;0.5;0.5;1;1;2;2;80;95;50;Bonsly;438;10;45;10;rock;;4;0;false;1992- 8-16;1.5; 5  8 2 22
['Soundproof', 'Filter', 'Technician'];1;1;0;1;1;0.25;1;1;2;1;1;1;1;2;0.5;1;2;1;25;45;20;Mime Jr.;439;70;90;60;psychic;fairy;4;0;true;1995- 5- 8;1.5;11 15 2 22
['Natural Cure', 'Serene Grace', 'Friend Guard'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;5;5;100;Happiny;440;15;65;30;normal;;4;0;false;1992-12- 9;1.5; 3 21 2 22
['Keen Eye', 'Tangled Feet', 'Big Pecks'];0.5;1;1;2;1;1;1;1;0;0.5;0;2;1;1;1;2;1;1;65;45;76;Chatot;441;92;42;91;normal;flying;4;0;false;1992-10-29;0.5; 1 29 2 23
['Pressure', 'Infiltrator'];1;1;1;1;2;0;1;1;1;1;1;1;0;0.5;0;1;1;1;92;1 8;50;Spiritomb;442;92;1 8;35;ghost;dark;4;0;false;1995- 7-19;1.5;12 27 2 22
['Sand Veil', 'Rough Skin'];1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;70;45;58;Gible;443;40;45;42;dragon;ground;4;0;true;1995- 4-24;1.5; 3 12 2 22
['Sand Veil', 'Rough Skin'];1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;90;65;68;Gabite;444;50;55;82;dragon;ground;4;0;true;1990- 4-27;1.5;10  9 2 22
['Sand Veil', 'Rough Skin'];1;1;2;0;2;1;0.5;1;1;1;1;4;1;0.5;1;0.5;1;1;130;95;1 8;Garchomp;445;80;85;1 2;dragon;ground;4;0;false;1996- 3-11;1.5; 3 16 2 22
['Pickup', 'Thick Fat', 'Gluttony'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;85;40;135;Munchlax;446;40;85;5;normal;;4;0;false;1994- 2-23;1.5; 2 22 2 23
['Steadfast', 'Inner Focus', 'Prankster'];0.5;0.5;1;1;2;1;1;2;1;1;1;1;1;1;2;0.5;1;1;70;40;40;Riolu;447;35;40;60;fighting;;4;0;true;1993- 6-15;0.5; 1 31 2 23
['Steadfast', 'Inner Focus', 'Justified'];0.25;0.5;0.5;1;1;2;2;1;1;0.5;2;0.5;0.5;0;1;0.25;0.5;1;110;70;70;Lucario;448;115;70;90;fighting;steel;4;0;false;1994- 7- 7;0.25; 8  8 2 22
['Sand Stream', 'Sand Force'];1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;72;78;68;Hippopotas;449;38;42;32;ground;;4;0;false;1995-10-20;1.5;11 12 2 22
['Sand Stream', 'Sand Force'];1;1;1;0;1;1;1;1;1;2;1;2;1;0.5;1;0.5;1;2;112;118;1 8;Hippowdon;450;68;72;47;ground;;4;0;true;1993- 1-13;1.5; 7 20 2 22
['Battle Armor', 'Sniper', 'Keen Eye'];0.5;1;1;1;0.5;0.25;2;2;1;0.25;1;1;1;0.5;2;2;1;1;50;90;40;Skorupi;451;30;55;65;poison;bug;4;0;false;1992-11-19;0.5; 4 22 2 22
['Battle Armor', 'Sniper', 'Keen Eye'];1;0.5;1;1;1;1;1;1;0.5;0.5;2;1;1;0.5;0;1;1;1;90;110;70;Drapion;452;60;75;95;poison;dark;4;0;false;1995- 3- 3;1.5; 7  1 2 22
['Anticipation', 'Dry Skin', 'Poison Touch'];0.25;0.5;1;1;1;0.5;1;2;1;0.5;2;1;1;0.5;4;0.5;1;1;61;40;48;Croagunk;453;61;40;50;poison;fighting;4;0;true;1994- 5-13;0.25; 5 10 2 22
['Anticipation', 'Dry Skin', 'Poison Touch'];0.25;0.5;1;1;1;0.5;1;2;1;0.5;2;1;1;0.5;4;0.5;1;1;1 6;65;83;Toxicroak;454;86;65;85;poison;fighting;4;0;true;1993- 3-20;0.25; 7  4 2 22
['Levitate'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;100;72;74;Carnivine;455;90;72;46;grass;;4;0;false;1991- 5-18;2.5;12  9 2 22
['Swift Swim', 'Storm Drain', 'Water Veil'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;49;56;49;Finneon;456;49;61;66;water;;4;0;true;1992- 7-21;1.5; 3  2 2 23
['Swift Swim', 'Storm Drain', 'Water Veil'];1;1;1;2;1;1;0.5;1;1;2;1;0.5;1;1;1;1;0.5;0.5;69;76;69;Lumineon;457;69;86;91;water;;4;0;false;1991- 6-17;1.5; 8 12 2 22
['Swift Swim', 'Water Absorb', 'Water Veil'];0.5;1;1;4;1;0.5;0.5;1;1;1;0;1;1;1;1;2;0.5;0.5;20;50;45;Mantyke;458;60;120;50;water;flying;4;0;false;1993- 1-18;0.5;10 14 2 22
['Snow Warning', 'Soundproof'];2;1;1;0.5;1;2;4;2;1;0.5;0.5;1;1;2;1;2;2;0.5;62;50;60;Snover;459;62;60;40;grass;ice;4;0;false;1993- 1-24;2.5; 2 27 2 23
['Snow Warning', 'Soundproof'];2;1;1;0.5;1;2;4;2;1;0.5;0.5;1;1;2;1;2;2;0.5;92;75;90;Abomasnow;460;92;85;60;grass;ice;4;0;false;1992- 6- 8;2.5; 7  6 2 22
['Pressure', 'Pickpocket'];2;0.5;1;1;2;4;2;1;0.5;1;1;0.5;1;1;0;2;2;1;120;65;70;Weavile;461;45;85;125;dark;ice;4;0;false;1993- 1-23;2.5; 8 25 2 22
['Magnet Pull', 'Sturdy', 'Analytic'];0.5;1;0.5;0.5;0.5;2;2;0.25;1;0.5;4;0.5;0.5;0;0.5;0.5;0.25;1;70;115;70;Magnezone;462;130;90;60;electric;steel;4;0;true;1991- 8-13;0.5; 2  5 2 23
['Own Tempo', 'Oblivious', 'Cloud Nine'];1;1;1;1;1;2;1;1;0;1;1;1;1;1;1;1;1;1;85;95;110;Lickilicky;463;80;95;50;normal;;4;0;true;1994- 5-29;1.5;11 22 2 22
['Lightningrod', 'Solid Rock', 'Reckless'];1;1;1;0;1;2;0.5;0.5;1;4;2;2;0.5;0.25;1;0.5;2;4;140;130;115;Rhyperior;464;55;55;40;ground;rock;4;0;true;1994- 2-16;1.5; 8  4 2 22
['Chlorophyll', 'Leaf Guard', 'Regenerator'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;100;125;100;Tangrowth;465;110;50;50;grass;;4;0;true;1993- 4-22;2.5;12  1 2 22
['Motor Drive', 'Vital Spirit'];1;1;1;0.5;1;1;1;0.5;1;1;2;1;1;1;1;1;0.5;1;123;67;75;Electivire;466;95;85;95;electric;;4;0;true;1994-10-28;1.5; 9 29 2 22
['Flame Body', 'Vital Spirit'];0.5;1;1;1;0.5;1;0.5;1;1;0.5;2;0.5;1;1;1;2;0.5;2;95;67;75;Magmortar;467;125;95;83;fire;;4;0;true;1993-12-22;0.5; 4 26 2 22
['Hustle', 'Serene Grace', 'Super Luck'];0.25;0.5;0;2;1;0.25;1;1;1;0.5;0;2;1;2;1;2;2;1;50;95;85;Togekiss;468;120;115;80;fairy;flying;4;0;true;1993-11- 1;0.25; 1 25 2 23
['Speed Boost', 'Tinted Lens', 'Frisk'];0.5;1;1;2;1;0.25;2;2;1;0.25;0;2;1;1;1;4;1;1;76;86;86;Yanmega;469;116;56;95;bug;flying;4;0;false;1994- 8-25;0.5;11  8 2 22
['Leaf Guard', 'Chlorophyll'];2;1;1;0.5;1;1;2;2;1;0.5;0.5;2;1;2;1;1;1;0.5;110;130;65;Leafeon;470;60;65;95;grass;;4;0;true;1992- 9-10;2.5;11 27 2 22
['Snow Cloak', 'Ice Body'];1;1;1;1;1;2;2;1;1;1;1;0.5;1;1;1;2;2;1;60;110;65;Glaceon;471;130;95;65;ice;;4;0;false;1992-11-21;1.5; 1 11 2 23
['Hyper Cutter', 'Sand Veil', 'Poison Heal'];0.5;1;1;0;1;0.5;1;1;1;1;0;4;1;0.5;1;1;1;2;95;125;75;Gliscor;472;45;75;95;ground;flying;4;0;true;1995- 7- 8;0.5; 3 13 2 22
